City,Neighborhood,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Size,Has_Pool,Distance_to_Center,Condition,Price
Houston,Downtown,2351.0,3,2,1987,3,Yes,18.22,Good,430100.0
New York,Urban,2748.0,4,2,1992,0,No,14.99,Fair,539200.0
New York,Suburb,2455.0,5,3,1963,0,Yes,6.24,Good,527400.0
Houston,Downtown,3475.0,2,3,1955,0,Yes,22.62,Fair,584800.0
Houston,Suburb,939.0,4,1,1972,2,No,8.63,Excellent,269100.0
Phoenix,Rural,2615.0,5,2,2009,1,Yes,11.76,Fair,546500.0
New York,Downtown,1046.0,1,3,1961,3,No,11.56,Excellent,222000.0
New York,Downtown,3108.0,2,1,1962,2,Yes,7.7,Fair,537700.0
Phoenix,Suburb,2424.0,5,2,1955,3,No,13.21,Fair,465100.0
Chicago,Downtown,2836.0,5,3,2012,2,Yes,14.46,Good,578800.0
Chicago,Downtown,1809.0,3,3,1987,0,Yes,22.45,Good,351900.0
Chicago,Downtown,3524.0,4,1,1999,0,No,23.07,Good,624800.0
Phoenix,Rural,3333.0,3,2,2001,1,Yes,5.18,Fair,604300.0
New York,Suburb,2967.0,2,2,1989,1,No,17.99,Poor,520000.0
Phoenix,Downtown,2396.0,5,3,1957,3,No,26.94,Good,463800.0
Phoenix,Urban,2964.0,3,2,2010,1,No,3.71,Fair,564800.0
Chicago,Urban,1934.0,4,1,1957,1,Yes,14.45,Fair,386400.0
Los Angeles,Urban,3184.0,2,3,1983,3,Yes,22.64,Good,526800.0
New York,Urban,3820.0,1,3,1986,2,Yes,18.54,Poor,636100.0
Chicago,Rural,3356.0,3,1,2006,1,No,3.47,Fair,656400.0
Los Angeles,Downtown,1916.0,2,3,1995,2,No,12.2,Poor,411300.0
Los Angeles,Suburb,2789.0,1,2,1971,0,No,15.46,Excellent,433700.0
Houston,Downtown,1465.0,3,2,1989,1,Yes,29.88,Fair,274900.0
New York,Rural,2958.0,2,3,1994,0,No,5.77,Excellent,553100.0
Los Angeles,Urban,2860.0,2,1,2004,0,Yes,29.48,Fair,443900.0
Chicago,Rural,1004.0,3,1,2000,2,Yes,11.6,Good,270700.0
Houston,Downtown,1571.0,2,2,1954,3,Yes,6.41,Fair,308300.0
New York,Suburb,2273.0,5,1,1962,1,Yes,12.72,Good,446700.0
Phoenix,Rural,2259.0,3,3,1977,2,Yes,18.61,Excellent,438800.0
Chicago,Suburb,1532.0,2,3,2011,3,Yes,6.8,Excellent,350200.0
Los Angeles,Rural,2811.0,1,2,1973,0,Yes,9.1,Good,465100.0
Los Angeles,Suburb,2701.0,1,2,1956,1,Yes,25.71,Excellent,439500.0
Chicago,Suburb,2345.0,5,2,1987,0,No,29.97,Fair,455700.0
Los Angeles,Urban,1895.0,3,1,1986,0,Yes,9.89,Good,390100.0
Houston,Suburb,3339.0,2,3,2017,1,Yes,4.89,Good,613900.0
New York,Urban,3824.0,2,3,1991,3,No,23.9,Excellent,617400.0
Houston,Downtown,2113.0,1,3,1954,3,No,18.21,Fair,382100.0
Los Angeles,Downtown,2010.0,5,2,2013,1,No,3.46,Excellent,480200.0
Phoenix,Urban,2893.0,1,3,1999,1,No,28.43,Good,497100.0
New York,Urban,2214.0,1,1,1986,2,Yes,2.8,Good,399900.0
New York,Rural,2388.0,5,1,2022,2,No,18.95,Fair,484600.0
Chicago,Rural,2499.0,3,3,2002,0,No,13.01,Good,576300.0
Chicago,Rural,973.0,2,2,1974,1,No,16.92,Good,205700.0
Phoenix,Downtown,3555.0,3,3,1958,3,No,6.79,Good,649900.0
New York,Rural,2558.0,4,1,1987,0,Yes,20.8,Excellent,472800.0
Phoenix,Suburb,2171.0,4,1,1971,0,No,28.81,Good,359100.0
Chicago,Suburb,2429.0,4,1,1998,0,No,14.02,Good,466500.0
Chicago,Rural,2470.0,5,3,2017,0,No,15.93,Excellent,551300.0
New York,Suburb,1115.0,1,1,1964,3,No,7.57,Good,207100.0
Houston,Downtown,3696.0,3,2,2014,0,Yes,26.81,Good,669100.0
Los Angeles,Suburb,2533.0,2,3,2003,1,No,29.15,Fair,431700.0
Chicago,Downtown,2854.0,4,3,1979,2,No,23.7,Fair,538400.0
Chicago,Urban,3261.0,3,1,1969,3,No,16.51,Good,538800.0
Houston,Urban,1683.0,4,1,1982,1,Yes,28.73,Excellent,306200.0
Houston,Urban,2879.0,4,2,1956,1,No,5.04,Fair,535100.0
Phoenix,Urban,2286.0,2,3,1957,1,No,14.62,Fair,448300.0
Phoenix,Suburb,3177.0,5,1,1977,2,Yes,16.36,Good,581500.0
Los Angeles,Rural,798.0,1,2,1994,2,No,15.01,Poor,164100.0
Los Angeles,Suburb,2421.0,5,1,2022,2,Yes,24.17,Good,478800.0
New York,Downtown,2018.0,3,3,2023,1,Yes,20.28,Good,413300.0
Phoenix,Suburb,2499.0,5,1,1960,2,No,4.24,Fair,563600.0
Chicago,Suburb,2876.0,3,3,1980,0,No,10.72,Excellent,512400.0
Phoenix,Downtown,1934.0,3,1,1961,2,Yes,10.5,Good,348300.0
Chicago,Urban,2499.0,1,3,2000,3,Yes,17.19,Good,370800.0
Houston,Urban,2411.0,2,2,1993,1,No,9.1,Fair,440600.0
Phoenix,Urban,1783.0,1,3,1999,1,Yes,3.96,Good,350700.0
Houston,Rural,3174.0,5,2,1966,0,Yes,19.78,Excellent,575500.0
Los Angeles,Downtown,2205.0,3,3,1986,2,No,25.61,Fair,425400.0
Los Angeles,Downtown,517.375,4,2,1950,2,Yes,27.98,Fair,114750.0
New York,Suburb,2200.0,4,1,1978,3,Yes,29.19,Fair,408000.0
Phoenix,Rural,1669.0,3,3,2000,0,Yes,23.54,Fair,328800.0
Houston,Urban,1195.0,1,1,2013,3,Yes,4.62,Fair,231200.0
Chicago,Rural,1510.0,2,2,1953,3,Yes,25.67,Fair,276700.0
Los Angeles,Downtown,2588.0,1,3,1977,1,Yes,12.3,Excellent,458200.0
Los Angeles,Downtown,3563.0,3,3,1965,1,No,22.03,Good,606800.0
Chicago,Suburb,2751.0,3,1,2012,2,Yes,16.17,Fair,497000.0
Houston,Suburb,2015.0,2,3,2002,2,No,24.94,Good,357900.0
Houston,Downtown,2865.0,5,3,1966,3,No,13.05,Poor,561700.0
Phoenix,Urban,2133.0,5,1,1989,2,No,2.32,Good,465200.0
Phoenix,Urban,1944.0,2,3,1962,3,No,16.93,Fair,367100.0
New York,Rural,1577.0,5,1,2001,2,No,5.55,Fair,377600.0
Los Angeles,Downtown,1099.0,4,1,2007,2,No,28.98,Excellent,240500.0
Phoenix,Downtown,2188.0,5,1,1986,1,No,16.05,Fair,453100.0
Houston,Urban,2626.0,5,1,1986,1,No,16.83,Excellent,516700.0
Chicago,Urban,2423.0,5,1,1983,1,Yes,27.26,Good,446700.0
Houston,Downtown,2167.0,4,2,2019,1,No,18.93,Poor,433300.0
Los Angeles,Suburb,1743.0,5,2,1966,0,No,9.43,Good,367100.0
Houston,Downtown,2987.0,4,1,1969,1,No,9.23,Good,556800.0
New York,Downtown,1446.0,2,2,2022,0,Yes,15.3,Fair,327300.0
Los Angeles,Urban,3121.0,1,2,2008,1,No,26.06,Fair,495600.0
Chicago,Urban,1698.0,2,3,2018,2,Yes,23.94,Poor,319800.0
New York,Suburb,1898.0,1,1,1982,3,No,28.9,Excellent,281600.0
Los Angeles,Suburb,2499.0,2,2,1966,2,No,2.62,Good,289200.0
Chicago,Rural,2099.0,1,3,2006,2,Yes,8.42,Poor,396400.0
New York,Downtown,3280.0,1,3,1950,0,No,2.87,Excellent,556400.0
New York,Urban,2913.0,3,1,1962,1,Yes,22.66,Fair,484400.0
Los Angeles,Suburb,3283.0,1,1,1976,3,Yes,4.65,Fair,545700.0
Phoenix,Rural,2918.0,1,3,2019,3,No,3.45,Fair,548800.0
New York,Rural,1617.0,3,1,2008,1,No,17.07,Good,321000.0
New York,Urban,2235.0,5,1,1955,0,Yes,12.64,Poor,435800.0
Chicago,Urban,1876.0,5,3,1972,0,Yes,21.6,Good,378400.0
Houston,Rural,3564.0,3,3,1959,0,No,14.87,Excellent,641400.0
Los Angeles,Suburb,1543.0,4,1,2000,3,No,13.05,Fair,342100.0
Los Angeles,Rural,3215.0,1,2,1968,0,No,13.05,Fair,550800.0
Phoenix,Downtown,3214.0,1,1,2000,0,Yes,26.22,Fair,510300.0
Phoenix,Downtown,3964.0,3,2,2017,3,No,12.16,Good,705700.0
Los Angeles,Urban,2172.0,3,3,1991,3,Yes,10.34,Excellent,421300.0
Phoenix,Suburb,3070.0,4,2,2006,2,No,10.49,Fair,566000.0
Chicago,Suburb,4325.0,5,3,2017,3,Yes,6.3,Poor,813550.0
Los Angeles,Downtown,2006.0,2,1,1987,1,Yes,25.89,Fair,344000.0
Phoenix,Rural,1272.0,5,1,2011,3,No,4.83,Fair,361600.0
Los Angeles,Urban,996.0,1,3,1956,3,Yes,27.3,Good,189800.0
Houston,Rural,3070.0,3,3,2020,0,Yes,8.86,Poor,590200.0
New York,Rural,993.0,4,3,1999,2,Yes,27.03,Fair,222900.0
Los Angeles,Rural,2202.0,5,1,2001,0,Yes,23.83,Good,445200.0
New York,Suburb,2850.0,4,1,1975,2,Yes,17.67,Fair,497400.0
Phoenix,Downtown,2648.0,5,2,1975,0,No,20.25,Good,509400.0
New York,Suburb,2840.0,1,3,1968,1,No,10.11,Fair,499000.0
Los Angeles,Downtown,2678.0,2,2,1958,0,Yes,17.44,Excellent,444400.0
Houston,Urban,3523.0,4,1,2010,0,No,9.13,Fair,635800.0
Phoenix,Urban,1738.0,4,2,1969,1,Yes,12.37,Excellent,363900.0
Los Angeles,Rural,1958.0,2,2,1999,1,Yes,23.06,Fair,324400.0
Phoenix,Downtown,1882.0,4,1,1971,3,No,7.7,Good,369900.0
Chicago,Downtown,3164.0,4,1,1962,0,Yes,25.25,Fair,522400.0
New York,Downtown,3220.0,5,3,1961,1,Yes,11.59,Good,619800.0
Chicago,Rural,2861.0,5,2,1959,1,Yes,16.2,Fair,530000.0
Los Angeles,Rural,3447.0,2,1,2014,3,No,28.29,Good,552700.0
Houston,Urban,1558.0,1,1,1979,2,No,20.6,Good,248300.0
Phoenix,Suburb,3834.0,4,2,1986,1,Yes,19.55,Good,694400.0
New York,Downtown,3719.0,1,1,1970,1,Yes,21.49,Good,584400.0
Phoenix,Downtown,3088.0,2,3,1971,0,Yes,27.58,Poor,514700.0
Los Angeles,Suburb,3925.0,2,3,1967,3,Yes,7.83,Fair,686300.0
Phoenix,Downtown,1175.0,5,2,2015,0,Yes,18.59,Good,328400.0
New York,Rural,2080.0,4,3,1997,2,No,12.31,Poor,453200.0
New York,Rural,1912.0,3,1,1993,3,No,0.85,Fair,379100.0
Phoenix,Downtown,3077.0,2,1,1958,0,No,4.2,Fair,523100.0
Houston,Rural,1660.0,4,1,2016,1,No,10.09,Fair,355200.0
Los Angeles,Rural,3106.0,1,1,2003,1,Yes,17.17,Good,501100.0
Los Angeles,Downtown,3596.0,5,2,1975,3,Yes,26.5,Good,639500.0
Houston,Urban,2499.0,1,3,1986,1,No,23.84,Excellent,517000.0
Chicago,Suburb,2727.0,2,3,1983,0,No,16.82,Fair,478000.0
New York,Rural,1710.0,2,1,1957,3,Yes,2.68,Excellent,309500.0
Chicago,Urban,1823.0,1,2,1959,1,No,8.93,Good,312300.0
Phoenix,Rural,3500.0,2,1,1997,1,Yes,11.32,Excellent,584700.0
Houston,Rural,3123.0,4,1,2004,2,Yes,18.84,Excellent,561000.0
Chicago,Suburb,2469.0,2,2,2003,2,Yes,2.42,Good,479900.0
Los Angeles,Rural,2166.0,5,2,1989,3,No,16.14,Fair,443300.0
Phoenix,Suburb,879.0,4,1,1964,2,No,27.09,Fair,194400.0
Phoenix,Suburb,1643.0,3,3,1967,0,No,21.31,Fair,332200.0
Chicago,Suburb,4029.0,2,1,1972,1,No,24.01,Excellent,643600.0
Chicago,Urban,1476.0,2,3,2011,1,No,20.61,Excellent,305500.0
Houston,Downtown,2499.0,5,3,1995,1,Yes,6.59,Good,577600.0
New York,Urban,3306.0,5,2,1988,3,No,3.76,Excellent,655900.0
Chicago,Downtown,1496.0,1,2,1964,3,Yes,24.97,Excellent,249300.0
Chicago,Downtown,2648.0,1,1,2002,2,Yes,21.02,Good,420900.0
Los Angeles,Suburb,3250.0,1,3,2013,1,Yes,17.46,Good,566200.0
Phoenix,Rural,2510.0,5,3,2012,1,No,6.08,Good,558600.0
New York,Suburb,4462.375,1,1,1965,1,No,18.3,Good,729200.0
Los Angeles,Rural,1165.0,1,1,2019,1,No,1.42,Poor,272300.0
Houston,Downtown,2499.0,3,1,2015,1,No,4.01,Good,653900.0
Houston,Suburb,2362.0,1,2,1962,0,No,9.7,Good,394000.0
Chicago,Rural,3118.0,2,1,1996,1,No,13.59,Good,524500.0
Chicago,Urban,2499.0,5,1,1958,0,No,4.06,Excellent,545200.0
Houston,Rural,1913.0,4,3,2012,1,No,4.04,Fair,428200.0
Chicago,Suburb,2683.0,3,1,1983,3,Yes,21.91,Fair,450000.0
New York,Urban,1014.0,5,3,1978,3,No,17.31,Excellent,302300.0
Chicago,Rural,2983.0,5,3,1986,0,Yes,16.25,Good,589700.0
Phoenix,Rural,2499.0,2,2,1992,1,Yes,13.85,Fair,515900.0
Chicago,Rural,3011.0,1,1,2013,3,Yes,29.31,Good,468200.0
Los Angeles,Rural,3346.0,2,1,1973,3,Yes,1.97,Good,583700.0
New York,Rural,2794.0,1,3,2020,1,No,5.83,Excellent,506900.0
Los Angeles,Urban,2618.0,1,2,1983,1,No,19.6,Good,431300.0
Los Angeles,Downtown,1795.0,5,2,1997,3,Yes,4.52,Fair,428000.0
Phoenix,Urban,1930.0,1,1,1961,1,Yes,17.89,Good,275700.0
New York,Urban,3449.0,3,3,1972,2,Yes,17.25,Excellent,599500.0
New York,Urban,3649.0,3,1,1962,1,No,29.14,Good,592600.0
New York,Downtown,2310.0,3,1,1994,3,Yes,26.56,Excellent,412100.0
New York,Suburb,2537.0,5,1,2014,3,Yes,28.39,Fair,465000.0
New York,Downtown,1776.0,2,1,1996,0,No,3.85,Excellent,344300.0
Phoenix,Urban,3438.0,4,3,2007,2,Yes,26.11,Good,594400.0
Chicago,Rural,3032.0,1,2,1954,3,No,4.31,Good,511100.0
Los Angeles,Rural,4053.0,4,1,1954,2,No,19.17,Fair,698500.0
New York,Urban,1797.0,2,1,2009,1,Yes,21.74,Excellent,343100.0
Chicago,Rural,2198.0,2,1,1970,3,Yes,5.25,Good,416200.0
Chicago,Urban,2685.0,5,1,1973,0,Yes,19.16,Excellent,511800.0
Los Angeles,Rural,3017.0,3,2,1967,3,No,2.05,Fair,577300.0
Phoenix,Downtown,2327.0,3,2,1970,0,No,9.15,Fair,440900.0
Houston,Suburb,1802.0,2,2,2003,2,No,27.67,Fair,316600.0
Houston,Suburb,2499.0,5,2,1959,0,Yes,5.57,Good,634200.0
Chicago,Downtown,2499.0,5,1,1973,1,Yes,2.43,Good,600500.0
Los Angeles,Downtown,1767.0,1,3,2009,1,Yes,13.59,Good,318400.0
Houston,Urban,3584.0,3,2,2006,1,Yes,25.59,Good,635700.0
Chicago,Urban,3436.0,2,2,1972,3,Yes,2.76,Excellent,600600.0
Phoenix,Urban,2607.0,4,1,1971,1,Yes,10.99,Fair,477600.0
Houston,Rural,2564.0,3,1,2017,1,No,27.04,Fair,466700.0
Chicago,Urban,2943.0,1,1,1983,3,No,3.99,Excellent,510600.0
Chicago,Downtown,1811.0,5,1,2019,2,No,9.66,Good,400500.0
New York,Suburb,2524.0,2,3,1977,1,Yes,23.46,Good,440800.0
Phoenix,Rural,778.0,3,3,1988,1,No,16.52,Good,207000.0
New York,Urban,3201.0,4,2,1991,3,No,25.05,Good,560300.0
Los Angeles,Rural,1251.0,1,3,1972,2,No,3.79,Fair,224200.0
New York,Rural,3703.0,1,2,2019,2,Yes,27.66,Good,582400.0
New York,Urban,2236.0,3,2,1951,2,Yes,28.08,Excellent,380200.0
Houston,Rural,2331.0,4,3,1973,3,No,5.08,Good,446500.0
Chicago,Suburb,1998.0,1,2,1966,0,Yes,1.5,Poor,347100.0
Phoenix,Downtown,2270.0,2,1,2014,0,Yes,29.7,Good,390200.0
New York,Downtown,3635.0,1,2,2019,1,Yes,14.73,Fair,592100.0
Phoenix,Suburb,517.375,4,1,2018,1,Yes,17.38,Fair,181400.0
New York,Rural,3522.0,5,3,2009,1,No,18.67,Excellent,653700.0
Los Angeles,Urban,2770.0,5,3,1999,0,Yes,23.8,Fair,556500.0
New York,Rural,1534.0,3,2,1961,3,No,24.45,Excellent,284800.0
Houston,Suburb,1640.0,4,1,1996,1,No,6.22,Good,350800.0
Chicago,Rural,3841.0,1,2,2016,3,Yes,7.48,Good,617500.0
Los Angeles,Downtown,1744.0,1,3,2014,1,Yes,26.37,Good,305500.0
New York,Rural,1577.0,5,2,1976,3,Yes,24.68,Fair,353200.0
Phoenix,Suburb,3410.0,5,2,1997,3,No,18.72,Good,663800.0
Los Angeles,Downtown,2771.0,2,1,2011,0,No,29.84,Excellent,451200.0
Los Angeles,Rural,1750.0,5,3,1993,3,No,22.19,Good,396100.0
New York,Rural,2673.0,2,2,1968,2,No,6.87,Good,469000.0
Los Angeles,Downtown,1679.0,1,1,2008,0,No,25.48,Excellent,296300.0
Phoenix,Urban,3381.0,2,2,1957,1,No,12.73,Fair,564600.0
Los Angeles,Downtown,3349.0,2,1,2004,0,No,1.57,Poor,607600.0
Phoenix,Urban,2926.0,3,1,1996,2,Yes,9.98,Poor,533700.0
New York,Suburb,2789.0,5,2,1951,2,No,23.02,Good,517700.0
Chicago,Suburb,3909.0,2,3,1988,3,No,28.83,Excellent,630400.0
Los Angeles,Downtown,2500.0,1,3,1994,2,No,8.65,Good,484400.0
Chicago,Downtown,1555.0,4,1,1981,2,No,7.77,Excellent,363200.0
Phoenix,Suburb,2860.0,2,3,2014,2,Yes,17.13,Good,558900.0
Los Angeles,Urban,4169.0,5,1,1987,2,No,24.44,Fair,706500.0
Houston,Suburb,1688.0,3,3,1960,1,No,22.52,Fair,335100.0
Chicago,Downtown,2211.0,1,2,1959,1,Yes,17.02,Excellent,353200.0
Los Angeles,Suburb,2499.0,3,3,2008,0,Yes,19.13,Fair,540300.0
Chicago,Downtown,2457.0,4,1,2004,3,No,7.64,Good,492700.0
Los Angeles,Downtown,1714.0,2,1,1969,1,No,13.26,Fair,301900.0
New York,Suburb,3397.0,2,3,1966,2,No,8.03,Fair,596100.0
Chicago,Urban,4356.0,5,2,2017,3,No,26.59,Good,808100.0
Houston,Rural,2657.0,2,1,1954,1,No,3.82,Fair,458900.0
Houston,Suburb,1777.0,1,1,2009,0,No,20.55,Excellent,269900.0
Phoenix,Rural,1261.0,4,1,1972,2,Yes,8.18,Good,283700.0
Los Angeles,Suburb,2706.0,3,1,1995,3,Yes,14.53,Good,470900.0
Chicago,Rural,3383.0,4,1,2001,1,No,9.33,Good,608500.0
Phoenix,Urban,2880.0,2,2,1959,3,No,10.04,Good,510100.0
Chicago,Urban,2498.0,3,3,1986,1,No,8.18,Excellent,512200.0
Los Angeles,Suburb,2029.0,5,2,1977,0,Yes,22.71,Fair,402800.0
Houston,Downtown,1626.0,4,2,1992,2,No,11.29,Poor,357100.0
New York,Rural,3168.0,3,1,1975,0,Yes,21.93,Poor,521400.0
Houston,Downtown,3231.0,3,2,2004,2,Yes,13.95,Excellent,609500.0
Phoenix,Downtown,1263.0,3,1,1997,2,No,16.64,Excellent,281500.0
New York,Downtown,2499.0,1,2,1978,3,Yes,16.53,Fair,619900.0
Phoenix,Urban,2959.0,4,1,1976,1,No,29.29,Good,490800.0
Los Angeles,Suburb,3620.0,3,1,1967,0,Yes,11.33,Poor,591200.0
New York,Suburb,1426.0,4,2,2009,0,No,6.63,Fair,371600.0
Phoenix,Urban,1407.0,3,2,1986,0,No,27.4,Good,324500.0
Los Angeles,Urban,2381.0,5,3,2018,3,Yes,5.66,Poor,511500.0
Houston,Suburb,2499.0,5,3,2023,3,Yes,25.12,Good,613200.0
Los Angeles,Downtown,3937.0,5,3,1970,3,Yes,4.93,Good,747100.0
Chicago,Rural,3065.0,2,2,1973,2,No,19.93,Good,516900.0
Los Angeles,Rural,2306.0,3,2,1952,0,Yes,4.94,Good,420300.0
Los Angeles,Rural,1679.0,2,1,2011,2,Yes,27.73,Good,268300.0
Chicago,Downtown,3484.0,4,3,1951,0,No,17.17,Good,592800.0
Phoenix,Suburb,1728.0,2,1,2015,0,No,10.21,Poor,354700.0
Phoenix,Urban,3803.0,4,1,1991,1,Yes,4.64,Good,688400.0
Los Angeles,Suburb,2272.0,4,1,1983,0,Yes,11.45,Fair,449300.0
Chicago,Downtown,3772.0,4,1,1986,3,Yes,21.3,Poor,668700.0
Chicago,Urban,3043.0,2,3,1969,3,No,11.86,Good,538800.0
Houston,Downtown,2390.0,3,1,2017,3,No,7.76,Excellent,489800.0
Phoenix,Rural,2084.0,2,2,1994,1,Yes,17.53,Fair,370200.0
New York,Rural,2227.0,3,2,1986,1,No,12.83,Poor,425600.0
Phoenix,Downtown,2843.0,3,2,1996,2,Yes,5.39,Fair,528100.0
Phoenix,Urban,2562.0,4,3,1954,0,Yes,5.04,Fair,526800.0
Houston,Urban,2025.0,2,1,1998,0,No,21.37,Good,369700.0
New York,Suburb,2367.0,3,3,1986,3,Yes,29.25,Fair,425800.0
Houston,Rural,2563.0,5,1,1983,3,Yes,7.38,Excellent,493300.0
New York,Suburb,797.0,3,3,2022,3,No,23.31,Good,245400.0
Los Angeles,Suburb,2867.0,5,3,2019,3,Yes,3.08,Good,603200.0
New York,Downtown,1716.0,2,1,1967,3,Yes,11.76,Good,304300.0
Houston,Downtown,1577.0,2,3,1968,3,No,15.45,Fair,296600.0
Phoenix,Suburb,1150.0,2,1,1989,0,Yes,8.43,Fair,247500.0
New York,Rural,1065.0,3,2,1966,1,Yes,16.12,Good,227000.0
New York,Downtown,1416.0,1,2,2009,3,No,26.54,Poor,262300.0
Chicago,Suburb,1933.0,3,2,1991,0,No,28.36,Good,348300.0
Phoenix,Suburb,4063.0,3,3,2021,3,No,3.47,Fair,764100.0
Los Angeles,Suburb,2079.0,4,2,2014,2,Yes,8.52,Fair,435900.0
Houston,Suburb,2642.0,4,1,2002,2,No,29.38,Fair,489900.0
Los Angeles,Suburb,2820.0,3,2,1956,0,Yes,8.48,Fair,504500.0
Phoenix,Suburb,2605.0,5,2,1954,1,No,20.93,Excellent,495200.0
New York,Downtown,2438.0,4,3,1973,2,Yes,7.98,Fair,481400.0
New York,Rural,1544.0,3,1,1977,2,Yes,11.01,Excellent,310800.0
Phoenix,Suburb,3661.0,1,3,2011,1,No,6.14,Good,628100.0
New York,Urban,3946.0,5,3,1966,2,Yes,25.76,Excellent,705700.0
New York,Downtown,1154.0,2,1,1969,3,Yes,26.54,Good,183100.0
New York,Downtown,2499.0,3,3,1952,1,No,9.26,Excellent,350300.0
Houston,Suburb,2276.0,3,1,1986,2,Yes,24.8,Fair,404800.0
Houston,Downtown,1728.0,5,2,1964,1,Yes,11.07,Good,366500.0
Chicago,Suburb,2905.0,4,1,2000,3,Yes,3.42,Fair,561300.0
Los Angeles,Rural,1917.0,4,1,1997,2,No,22.86,Good,379500.0
Phoenix,Rural,4232.0,4,1,1957,0,No,18.1,Good,716200.0
Phoenix,Downtown,3452.0,2,3,1962,2,No,8.59,Good,633400.0
Phoenix,Downtown,2670.0,5,1,1997,2,No,7.96,Fair,524900.0
Chicago,Urban,3322.0,5,1,1952,3,No,29.28,Poor,568700.0
Houston,Downtown,3385.0,4,1,2014,0,No,25.94,Good,622100.0
Chicago,Urban,2049.0,4,2,2022,0,No,24.39,Good,397000.0
Phoenix,Rural,2499.0,1,1,1986,0,No,4.28,Fair,297000.0
Los Angeles,Rural,2563.0,1,3,1975,3,Yes,22.78,Excellent,437400.0
New York,Suburb,2499.0,3,1,2005,3,Yes,6.83,Excellent,595800.0
Houston,Rural,2611.0,3,1,1983,3,Yes,29.33,Excellent,405800.0
Houston,Urban,1238.0,5,2,1958,3,Yes,2.04,Excellent,323800.0
Chicago,Downtown,1858.0,5,1,2011,3,No,10.89,Poor,400200.0
Houston,Suburb,2441.0,2,3,1962,0,Yes,13.15,Excellent,448500.0
Phoenix,Urban,2439.0,2,1,2018,1,Yes,24.81,Good,417700.0
Phoenix,Downtown,4078.0,1,3,1990,3,Yes,23.1,Fair,683100.0
Chicago,Suburb,1391.0,3,2,1950,1,Yes,11.56,Excellent,268400.0
Phoenix,Rural,2904.0,1,1,1996,2,Yes,17.18,Fair,478000.0
Los Angeles,Urban,3691.0,1,2,1953,2,No,25.15,Good,577200.0
Chicago,Downtown,4317.0,3,1,2012,3,No,1.04,Fair,765200.0
Los Angeles,Suburb,2499.0,2,3,1986,2,Yes,24.16,Good,371500.0
New York,Suburb,2893.0,3,2,1959,1,Yes,28.43,Good,490800.0
Los Angeles,Rural,2956.0,4,1,1977,2,Yes,1.45,Good,551000.0
New York,Downtown,2656.0,4,3,1955,2,Yes,1.84,Poor,509100.0
New York,Rural,2421.0,4,2,1976,1,No,10.66,Good,483400.0
Los Angeles,Rural,2849.0,5,1,1961,2,Yes,3.09,Good,566200.0
Chicago,Downtown,517.375,2,2,2011,3,No,14.64,Fair,146100.0
Phoenix,Downtown,3046.0,2,1,2001,1,Yes,22.0,Excellent,518900.0
Phoenix,Downtown,2601.0,5,3,1997,1,No,17.22,Good,549900.0
New York,Urban,2322.0,1,3,2016,0,No,6.29,Excellent,446500.0
New York,Downtown,4137.0,4,2,1995,0,No,19.82,Fair,735400.0
Chicago,Suburb,2499.0,4,2,2023,1,Yes,20.7,Fair,426700.0
Houston,Rural,2178.0,1,1,1964,1,Yes,28.01,Fair,333600.0
Los Angeles,Urban,4093.0,3,3,2020,0,No,4.83,Good,723000.0
New York,Downtown,1834.0,3,1,1985,3,Yes,20.92,Fair,301000.0
Phoenix,Urban,2060.0,2,3,1963,2,Yes,27.39,Good,374700.0
Chicago,Downtown,2382.0,5,2,1952,2,No,15.3,Fair,460400.0
Los Angeles,Urban,3173.0,2,1,2016,2,Yes,11.17,Fair,547200.0
Chicago,Rural,2666.0,3,1,1968,1,No,5.54,Good,514200.0
Los Angeles,Rural,1466.0,1,3,2003,3,Yes,26.07,Excellent,261300.0
Los Angeles,Suburb,2074.0,2,3,2018,0,Yes,12.13,Fair,416800.0
New York,Suburb,2014.0,4,3,1959,3,No,27.78,Good,389200.0
Chicago,Downtown,2438.0,4,2,1982,3,No,25.51,Good,450500.0
Chicago,Rural,2841.0,1,1,1962,2,No,11.61,Good,477100.0
Phoenix,Urban,2835.0,3,3,2000,0,No,17.43,Excellent,527800.0
Phoenix,Urban,1079.0,4,2,1981,3,Yes,1.3,Excellent,308500.0
New York,Urban,3351.0,4,3,1973,0,Yes,8.27,Fair,636700.0
New York,Suburb,2702.0,5,1,1984,1,Yes,21.45,Good,521900.0
Houston,Urban,3608.0,2,3,2019,2,No,20.5,Good,612100.0
Phoenix,Suburb,2855.0,3,1,1989,0,Yes,10.92,Good,480100.0
Los Angeles,Suburb,3381.0,2,2,2003,1,Yes,24.35,Fair,568400.0
Chicago,Downtown,2499.0,3,2,1993,1,Yes,7.46,Excellent,527800.0
New York,Urban,3577.0,4,3,2011,1,No,14.11,Good,698800.0
New York,Urban,2918.0,5,1,2017,3,No,14.44,Fair,569100.0
Chicago,Rural,2422.0,2,1,1982,3,Yes,10.55,Fair,429500.0
Houston,Downtown,4318.0,4,1,2005,2,Yes,28.66,Excellent,721300.0
Phoenix,Rural,3211.0,3,3,1985,2,No,21.05,Poor,565300.0
New York,Downtown,2959.0,2,1,2003,1,No,16.41,Good,506400.0
Chicago,Urban,1479.0,2,1,1968,2,No,15.56,Fair,283000.0
